duration,start_station,end_station,plan_duration,st_year,st_month,st_day,st_hour,st_minute,end_year,end_month,end_day,end_hour,end_minute,bike_electric,pass_daypass,pass_indego30,pass_indego365,pass_walkup,trip_oneway,day_of_week,is_weekend,st_hr_sin,st_hr_cos,st_day_sin,st_day_cos,st_yr_sin,st_yr_cos,in_deg_start,out_deg_start,betweenness_start,closeness_start,pagerank_start,in_deg_end,out_deg_end,betweenness_end,closeness_end,pagerank_end,st_name,st_lat,st_lon,end_name,end_lat,end_lon,dist_km,avg_wind,precip,snow,snow_ground,max_temp,min_temp
6,3006,3074,30,2021,3,15,16,49,2021,3,15,16,55,0,0,1,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992,0.08227848101265822,0.0981012658227848,0.0072638567195225535,0.3991240139423959,0.0052304939925045,0.09493670886075949,0.060126582278481014,0.006825603957319746,0.4135068612916714,0.005601009388552699,40th & Spruce,39.9522,-75.20311,44th & Walnut,39.95511,-75.20987,0.660847354723397,13.42,0.0,0.0,0.0,43,27
13,3348,3008,30,2023,11,1,8,52,2023,11,1,9,5,1,0,1,0,0,1,2,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.006329113924050633,0.012658227848101266,0.0029771570764674823,0.2756712408611143,0.0021122603456031003,0.05379746835443038,0.0379746835443038,0.003584094154867401,0.3571926973025333,0.003802525604396237,,,,Temple University Station,39.98081,-75.15067,,11.86,0.02,0.0,0.0,52,38
4,3155,3238,365,2025,5,10,16,10,2025,5,10,16,14,1,0,0,1,0,1,5,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992,0.06962025316455696,0.11392405063291139,0.003392676678905216,0.39854641044899153,0.0037232034540751477,0.10759493670886076,0.08227848101265822,0.006100420954244622,0.42045125132863076,0.0062554507281361695,7th & Fitzwater,39.94018,-75.15442,Aramingo & Cumberland,39.97674,-75.11995,5.015784787057232,12.97,0.0,0.0,0.0,74,49
7,3249,3422,30,2025,10,1,17,29,2025,10,1,17,36,0,0,1,0,0,1,2,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.05379746835443038,0.06329113924050633,0.004621079381876477,0.38788108397218757,0.003748323020890675,0.006329113924050633,0.0031645569620253164,1.1780380225226518e-05,0.2795894107819829,0.0008256184644484866,34th & Arch,39.95784,-75.19079,JFK Blvd at Schuylkill Yards,39.95619,-75.18647,0.4113886565289802,10.07,0.0,0.0,0.0,74,57
4,3110,3124,365,2025,8,16,18,15,2025,8,16,18,19,0,0,0,1,0,1,5,1,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.04113924050632911,0.05063291139240506,0.0016205390441504544,0.3539788812599655,0.002762217471274364,0.07278481012658228,0.10126582278481013,0.007099774928848825,0.39454952667658044,0.004253384383791642,Del. River Trail & Penn St.,39.96175,-75.13641,Race Street Pier,39.95367,-75.13956,0.9377126482694655,5.14,0.0,0.0,0.0,90,75
6,3104,3208,365,2026,3,4,10,58,2026,3,4,11,4,1,0,0,1,0,1,2,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001,0.04113924050632911,0.0379746835443038,0.0025987472394405444,0.36188642525657444,0.0032274982066272497,0.13291139240506328,0.16455696202531644,0.02011343665824036,0.43852797710231395,0.009291274395789166,34th & Mantua,39.96664,-75.19209,34th & Spruce,39.95048,-75.19324,1.7995813060956458,3.13,0.06,0.0,0.0,50,40
14,3021,3121,30,2021,6,1,18,20,2021,6,1,18,34,0,0,1,0,0,1,1,0,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.10126582278481013,0.12974683544303797,0.024911613773329764,0.4316544978373874,0.007084757006065566,0.05063291139240506,0.03164556962025317,0.0016593743514823137,0.3991240139423959,0.003872035053576014,18th & JFK,39.9539,-75.16902,,,,,6.49,0.0,0.0,0.0,77,55
4,3114,3203,30,2021,5,15,8,15,2021,5,15,8,19,0,0,1,0,0,1,5,1,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.08544303797468354,0.11708860759493671,0.005143110468736612,0.4217390040126388,0.004293024771631863,0.10126582278481013,0.07911392405063292,0.004535135363295893,0.4122688167967862,0.005853091739573519,22nd & Federal,39.93775,-75.18012,18th & Christian,39.94077,-75.17227,0.7487827856579901,4.92,0.0,0.0,0.0,78,49
4,3159,3020,30,2021,12,6,8,22,2021,12,6,8,26,1,0,1,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.08544303797468354,0.07278481012658228,0.00465623701215224,0.3979704763298456,0.00551476276965926,0.12974683544303797,0.12341772151898733,0.009817688000207358,0.44133905387861083,0.007762364619039785,38th & Spruce,39.95121,-75.19962,University City Station,39.94855,-75.19007,0.8661362480289914,14.09,0.07,0.0,0.0,67,43
17,3059,3088,30,2024,7,31,20,36,2024,7,31,20,53,0,0,1,0,0,1,2,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998,0.11708860759493671,0.14873417721518986,0.02303578081160829,0.4323321344117004,0.0066010551554509375,0.09493670886075949,0.056962025316455694,0.010465406705975065,0.4104255881076798,0.005645338348144163,"Spring Garden Station, BSL",39.96244,-75.16121,3rd & Girard,39.96984,-75.1418,1.84752336357337,9.84,0.05,0.0,0.0,91,74
9,3207,3168,30,2022,10,31,17,26,2022,10,31,17,35,1,0,1,0,0,1,0,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.09177215189873418,0.12025316455696203,0.009913388158398978,0.4092058983956213,0.005109034330386059,0.12658227848101267,0.12658227848101267,0.016198351672116956,0.44418640261331155,0.006556714645478426,34th & Chestnut,39.95441,-75.192,,,,,2.91,0.09,0.0,0.0,65,46
9,3066,3264,365,2023,10,30,8,12,2023,10,30,8,21,0,0,0,1,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.14556962025316456,0.14556962025316456,0.015047935056206956,0.45072924651432594,0.008075355559572124,0.08227848101265822,0.06329113924050633,0.0035004714720447707,0.4116525704338612,0.004035582177033001,19th & Lombard,39.94561,-75.17348,8th & Spruce,39.94571,-75.15508,1.5686026982118546,8.72,0.03,0.0,0.0,70,52
11,3167,3034,30,2021,9,3,18,13,2021,9,3,18,24,0,0,1,0,0,1,4,0,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.10126582278481013,0.10443037974683544,0.006784010686121301,0.42630893130070147,0.005459101896359806,0.11708860759493671,0.10443037974683544,0.015138058024280046,0.4323321344117004,0.006676700414379995,,,,11th & Reed,39.93315,-75.16248,,8.05,0.0,0.0,0.0,75,59
8,3075,3330,365,2023,9,21,7,23,2023,9,21,7,31,1,0,0,1,0,1,3,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,0.08544303797468354,0.08544303797468354,0.015306112194751332,0.42368549172346637,0.0055390621694765335,0.015822784810126583,0.0031645569620253164,3.742320149156693e-05,0.33340867992766726,0.0011422578461685502,Fairmount & Ridge,39.96718,-75.16125,,,,,4.92,0.0,0.0,0.0,77,57
15,3055,3187,30,2022,6,18,16,42,2022,6,18,16,57,0,0,1,0,0,1,5,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992,0.09493670886075949,0.10759493670886076,0.013959019693060105,0.41412867612068144,0.005140563587591525,0.056962025316455694,0.05063291139240506,0.0019030542246925271,0.4008669135665985,0.0030596875965684476,8th & Market,39.95112,-75.15457,20th & Race,39.95725,-75.17232,1.6594189023019454,15.21,0.0,0.0,0.0,79,63
12,3063,3100,30,2024,8,18,22,42,2024,8,18,22,54,1,0,1,0,0,1,6,1,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991,0.08860759493670886,0.10759493670886076,0.005631415964659596,0.40981483574442434,0.005010221580467768,0.13924050632911392,0.11708860759493671,0.0179144085027013,0.4296342739785541,0.01046312798753414,17th & Pine,39.94633,-75.1698,Moyamensing & Tasker,39.92777,-75.15103,2.6115435063927053,6.26,0.78,0.0,0.0,86,71
4,3101,3052,30,2023,5,25,14,57,2023,5,25,15,1,1,0,1,0,0,1,3,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004,0.16455696202531644,0.13291139240506328,0.013794964578540032,0.45220947392488203,0.010133316716254991,0.14556962025316456,0.17721518987341772,0.014709583744220257,0.4463461420101347,0.00891641927471889,11th & South,39.94295,-75.15955,9th & Locust,39.94732,-75.15695,0.5340853874998983,11.41,0.0,0.0,0.0,71,53
8,3033,3069,365,2025,7,15,7,2,2025,7,15,7,10,1,0,0,1,0,1,1,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,0.10443037974683544,0.0981012658227848,0.012071652398896146,0.428297930980176,0.005195913900073412,0.08227848101265822,0.07911392405063292,0.003165365485651478,0.4135068612916714,0.004685193995950339,10th & Chestnut,39.95005,-75.15672,4th & Christian,39.93704,-75.15038,1.5443163714954404,4.7,0.0,0.0,0.0,90,75
6,3170,3063,30,2020,8,11,9,59,2020,8,11,10,5,0,0,1,0,0,1,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210292e-16,0.05379746835443038,0.04746835443037974,0.0019295259168113231,0.3846306838271692,0.0025679622244306416,0.08860759493670886,0.10759493670886076,0.005631415964659596,0.40981483574442434,0.005010221580467768,,,,17th & Pine,39.94633,-75.1698,,7.16,0.0,0.0,0.0,90,74
12,3033,3387,365,2025,11,25,12,26,2025,11,25,12,38,1,0,0,1,0,1,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0,0.10443037974683544,0.0981012658227848,0.012071652398896146,0.428297930980176,0.005195913900073412,0.0189873417721519,0.00949367088607595,5.614008924240641e-05,0.3374945706130553,0.0019986176801200847,10th & Chestnut,39.95005,-75.15672,6th & Girard,39.97012,-75.14666,2.3907246225796257,4.47,0.53,0.0,0.0,57,41
46,3246,3000,365,2025,11,10,8,5,2025,11,10,8,51,1,0,0,1,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.03164556962025317,0.04113924050632911,0.003699344526933051,0.34772167881345095,0.002425709913486124,0.22468354430379747,0.0,0.0,0.4958124423859523,0.012780902074867902,50th & Baltimore,39.94782,-75.22301,Virtual Station,,,,12.3,0.03,0.0,0.0,58,37
9,3032,3006,365,2023,6,21,7,14,2023,6,21,7,23,1,0,0,1,0,1,2,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,0.16772151898734178,0.1550632911392405,0.012214966557181977,0.457467723621683,0.009400800842337884,0.08227848101265822,0.0981012658227848,0.0072638567195225535,0.3991240139423959,0.0052304939925045,23rd & South,39.94527,-75.17971,40th & Spruce,39.9522,-75.20311,2.138381944347642,13.42,0.18,0.0,0.0,66,59
6,3164,3100,30,2023,10,22,21,0,2023,10,22,21,6,1,0,1,0,0,1,6,1,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16,0.0759493670886076,0.10759493670886076,0.010637041162013125,0.3951155948640648,0.004682522233793515,0.13924050632911392,0.11708860759493671,0.0179144085027013,0.4296342739785541,0.01046312798753414,12th & Passyunk,39.92814,-75.16515,Moyamensing & Tasker,39.92777,-75.15103,1.2047160022137942,14.32,0.0,0.0,0.0,60,49
13,3161,3318,1,2025,4,10,6,53,2025,4,10,7,6,1,1,0,0,0,1,3,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.11075949367088607,0.14873417721518986,0.013198171132707825,0.428297930980176,0.00622514950757224,0.08860759493670886,0.056962025316455694,0.004323358745402136,0.42630893130070147,0.004854222028766332,30th Street Station East,39.95486,-75.18091,City Hall South,39.95182,-75.16395,1.484638725412215,10.07,0.0,0.0,0.0,54,42
9,3190,3018,30,2021,2,16,11,19,2021,2,16,11,28,0,0,1,0,0,1,1,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384,0.11075949367088607,0.11075949367088607,0.004869682229660605,0.43644305803526645,0.006213867442998742,0.1518987341772152,0.10126582278481013,0.010596330246996707,0.44999276081740713,0.00897629747098617,,,,12th & Filbert,39.95273,-75.15979,,13.65,0.74,0.0,0.0,51,30
34,3185,3035,365,2025,7,10,16,6,2025,7,10,16,40,1,0,0,1,0,1,3,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992,0.14556962025316456,0.16772151898734178,0.02293656230230265,0.44852698635220384,0.007535246487539324,0.08227848101265822,0.07278481012658228,0.010322408260900149,0.4191713388436121,0.005100613611442114,11th & Market ,39.95169,-75.15888,Dornsife Center,39.96271,-75.19419,3.24949448226892,3.13,0.0,0.0,0.0,86,72
11,3049,3101,30,2025,9,7,15,16,2025,9,7,15,27,0,0,1,0,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15,0.0759493670886076,0.06645569620253164,0.002924758388537375,0.4055899405305643,0.004942813737751379,0.16455696202531644,0.13291139240506328,0.013794964578540032,0.45220947392488203,0.010133316716254991,Foglietta Plaza,39.94509,-75.1425,11th & South,39.94295,-75.15955,1.4728627150087197,7.16,0.42,0.0,0.0,77,63
10,3061,3063,365,2024,4,25,20,19,2024,4,25,20,29,0,0,0,1,0,1,3,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998,0.14556962025316456,0.14873417721518986,0.017704778507158594,0.44707072990300833,0.008628831811203252,0.08860759493670886,0.10759493670886076,0.005631415964659596,0.40981483574442434,0.005010221580467768,,,,17th & Pine,39.94633,-75.1698,,7.83,0.0,0.0,0.0,61,44
10,3168,3346,30,2023,9,28,21,0,2023,9,28,21,10,0,0,1,0,0,1,3,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16,0.12658227848101267,0.12658227848101267,0.016198351672116956,0.44418640261331155,0.006556714645478426,0.04113924050632911,0.05063291139240506,0.0025973383008629208,0.3746878498234737,0.002460674565327045,,,,6th & Chestnut,39.94883,-75.15097,,11.18,0.06,0.0,0.0,65,56
11,3120,3336,365,2023,7,27,16,49,2023,7,27,17,0,1,0,0,1,0,1,3,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992,0.08227848101265822,0.06645569620253164,0.008820994424913145,0.4073898958879485,0.005305070390193379,0.0379746835443038,0.03164556962025317,0.0012736119570235555,0.3681758952142422,0.002054628754752658,31st & Girard,39.97522,-75.18669,36th & Filbert,39.95719,-75.19388,2.096392846434187,11.18,0.0,0.0,0.0,94,74
10,3211,3061,30,2020,2,17,9,37,2020,2,17,9,47,0,0,1,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210292e-16,0.022151898734177215,0.060126582278481014,0.006863504086815476,0.35673001246146785,0.001538769355642078,0.14556962025316456,0.14873417721518986,0.017704778507158594,0.44707072990300833,0.008628831811203252,Corinthian & Poplar,39.97172,-75.1706,,,,,5.14,0.0,0.0,0.0,53,36
52,3007,3078,30,2025,5,28,22,25,2025,5,28,23,17,0,0,1,0,0,1,2,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991,0.15822784810126583,0.1550632911392405,0.020120458705491343,0.4551992886285176,0.009989177586886774,0.11392405063291139,0.10759493670886076,0.011394561885637323,0.4316544978373874,0.005886353619475592,"11th & Pine, Kahn Park",39.94517,-75.15993,19th & Market,39.95355,-75.17192,1.3830762694670236,9.17,0.77,0.0,0.0,59,53
9,3185,3101,365,2025,2,24,12,3,2025,2,24,12,12,0,0,0,1,0,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0,0.14556962025316456,0.16772151898734178,0.02293656230230265,0.44852698635220384,0.007535246487539324,0.16455696202531644,0.13291139240506328,0.013794964578540032,0.45220947392488203,0.010133316716254991,11th & Market ,39.95169,-75.15888,11th & South,39.94295,-75.15955,0.9735205159947719,6.71,0.0,0.0,0.0,55,28
12,3204,3163,365,2023,6,11,15,6,2023,6,11,15,18,0,0,0,1,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15,0.09177215189873418,0.08544303797468354,0.005438739816348289,0.42303466915553484,0.0053770868118126714,0.14240506329113925,0.14556962025316456,0.016373377894817985,0.4463461420101347,0.008605294530108231,17th & Green,39.96437,-75.16582,25th & Locust,39.94974,-75.18097,2.076982016102424,9.84,0.0,0.0,0.0,89,63
34,3037,3154,1,2025,10,2,17,57,2025,10,2,18,31,1,1,0,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.11708860759493671,0.13291139240506328,0.018882651095998206,0.43575248357634994,0.0071824727322832935,0.11075949367088607,0.12658227848101267,0.012631069172540041,0.4296342739785541,0.006095563439563387,Pennsylvania Convention Center,39.95424,-75.16138,12th & Callowhill,39.95924,-75.15821,0.6181518647514914,5.82,0.0,0.0,0.0,72,54
6,3061,3205,365,2024,2,9,17,11,2024,2,9,17,17,1,0,0,1,0,1,4,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.14556962025316456,0.14873417721518986,0.017704778507158594,0.44707072990300833,0.008628831811203252,0.11075949367088607,0.10443037974683544,0.014075163470380072,0.4316544978373874,0.006012498607775053,,,,17th & JFK,39.95405,-75.16783,,4.7,0.0,0.0,0.0,57,39
5,3160,3000,30,2024,8,23,17,30,2024,8,23,17,35,0,0,1,0,0,1,4,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.060126582278481014,0.0759493670886076,0.0020377242196207984,0.38570808070063467,0.0032290146955430967,0.22468354430379747,0.0,0.0,0.4958124423859523,0.012780902074867902,38th & Market,39.95662,-75.19862,Virtual Station,,,,6.26,0.0,0.0,0.0,82,61
5,3185,3264,365,2025,8,17,7,18,2025,8,17,7,23,0,0,0,1,0,1,6,1,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,0.14556962025316456,0.16772151898734178,0.02293656230230265,0.44852698635220384,0.007535246487539324,0.08227848101265822,0.06329113924050633,0.0035004714720447707,0.4116525704338612,0.004035582177033001,11th & Market ,39.95169,-75.15888,8th & Spruce,39.94571,-75.15508,0.7396499824546953,8.28,1.43,0.0,0.0,93,74
3,3203,3012,30,2020,10,4,13,53,2020,10,4,13,56,1,0,1,0,0,1,6,1,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386,0.10126582278481013,0.07911392405063292,0.004535135363295893,0.4122688167967862,0.005853091739573519,0.12025316455696203,0.1360759493670886,0.008833413723297783,0.4350640910272562,0.007534057283406581,18th & Christian,39.94077,-75.17227,21st & Catharine,39.94218,-75.17747,0.4702246489907809,4.92,0.01,0.0,0.0,71,48
26,3028,3100,365,2026,1,1,20,15,2026,1,1,20,41,1,0,0,1,0,1,3,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998,0.1550632911392405,0.18670886075949367,0.025304648069234558,0.45072924651432594,0.010101805333423607,0.13924050632911392,0.11708860759493671,0.0179144085027013,0.4296342739785541,0.01046312798753414,4th & Bainbridge,39.94061,-75.14958,Moyamensing & Tasker,39.92777,-75.15103,1.4330855266818485,14.76,0.01,0.3,0.0,38,24
5,3226,3153,365,2023,8,31,11,28,2023,8,31,11,33,1,0,0,1,0,1,3,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384,0.022151898734177215,0.02531645569620253,0.0013516941495129086,0.3282426336355818,0.001902154622365094,0.022151898734177215,0.03164556962025317,0.0009543538006015832,0.35216824759623166,0.0014599650366317188,2nd & Norris,39.98101,-75.13721,,,,,12.08,0.0,0.0,0.0,81,65
45,3064,3064,30,2020,6,19,12,35,2020,6,19,13,20,0,0,1,0,0,0,4,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0,0.12658227848101267,0.10759493670886076,0.00896141155833347,0.4399290249524811,0.006946987723129253,0.12658227848101267,0.10759493670886076,0.00896141155833347,0.4399290249524811,0.006946987723129253,"18th & Washington, Chew Playground",39.9384,-75.17327,"18th & Washington, Chew Playground",39.9384,-75.17327,0.0,4.7,0.0,0.0,0.0,85,66
38,3202,3202,30,2022,6,28,18,13,2022,6,28,18,51,0,0,1,0,0,0,1,0,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.10443037974683544,0.07278481012658228,0.009454843075851368,0.42433831990794013,0.007654204676123518,0.10443037974683544,0.07278481012658228,0.009454843075851368,0.42433831990794013,0.007654204676123518,,,,,,,,8.05,0.0,0.0,0.0,81,66
22,3071,3078,30,2023,3,5,18,13,2023,3,5,18,35,0,0,1,0,0,1,6,1,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.028481012658227847,0.04113924050632911,0.0007954780892945305,0.36524611355471237,0.002038322052085709,0.11392405063291139,0.10759493670886076,0.011394561885637323,0.4316544978373874,0.005886353619475592,,,,19th & Market,39.95355,-75.17192,,10.29,0.0,0.0,0.0,59,34
3,3101,3304,30,2023,11,12,16,39,2023,11,12,16,42,1,0,1,0,0,1,6,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992,0.16455696202531644,0.13291139240506328,0.013794964578540032,0.45220947392488203,0.010133316716254991,0.06645569620253164,0.05379746835443038,0.002574359513010387,0.3979704763298456,0.0032413280727455612,11th & South,39.94295,-75.15955,7th & South,39.94234,-75.15399,0.47882832550971305,7.61,0.0,0.0,0.0,50,36
11,3050,3116,30,2022,11,17,17,32,2022,11,17,17,43,0,0,1,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.056962025316455694,0.056962025316455694,0.002075935518074276,0.3934222423146474,0.0028411299973579523,0.10443037974683544,0.09493670886075949,0.008537678858261637,0.42499316299421785,0.005948412598191841,,,,Barnes Foundation,39.96006,-75.17198,,15.43,0.0,0.0,0.0,45,36
14,3026,3333,365,2024,9,4,8,2,2024,9,4,8,16,0,0,0,1,0,1,2,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.08860759493670886,0.12341772151898733,0.008404166113012097,0.4067881382869323,0.004668031057426519,0.05063291139240506,0.04113924050632911,0.0015337538802072553,0.3906320136457492,0.003091906109667964,2nd & Lombard,39.94182,-75.1455,18th & JFK Curbside,39.9541,-75.16965,2.4703523913063017,4.25,0.0,0.0,0.0,80,57
11,3035,3021,30,2022,9,12,15,18,2022,9,12,15,29,1,0,1,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15,0.08227848101265822,0.07278481012658228,0.010322408260900149,0.4191713388436121,0.005100613611442114,0.10126582278481013,0.12974683544303797,0.024911613773329764,0.4316544978373874,0.007084757006065566,Dornsife Center,39.96271,-75.19419,18th & JFK,39.9539,-75.16902,2.3583814320375716,4.25,0.06,0.0,0.0,86,74
10,3005,3382,365,2026,2,20,18,8,2026,2,20,18,18,0,0,0,1,0,1,4,0,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.060126582278481014,0.08227848101265822,0.00541533512673626,0.383559289164698,0.0033169198236807675,0.0379746835443038,0.056962025316455694,0.003941482924499432,0.38788108397218757,0.002316656213932676,"Welcome Park, NPS",39.94733,-75.14403,Walnut & Rittenhouse,39.95038,-75.17309,2.500299143129045,7.38,0.58,0.0,0.0,46,38
20,3207,3295,30,2026,1,14,16,38,2026,1,14,16,58,1,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992,0.09177215189873418,0.12025316455696203,0.009913388158398978,0.4092058983956213,0.005109034330386059,0.10126582278481013,0.10759493670886076,0.0144988775296674,0.41663474980371124,0.005534263143190984,34th & Chestnut,39.95441,-75.192,12th & Chestnut,39.95028,-75.16027,2.743365577006171,7.16,0.0,0.0,0.0,57,44
7,3028,3363,30,2025,3,27,22,17,2025,3,27,22,25,1,0,1,0,0,1,3,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991,0.1550632911392405,0.18670886075949367,0.025304648069234558,0.45072924651432594,0.010101805333423607,0.05063291139240506,0.04746835443037974,0.0015012776380867437,0.38038062102244913,0.002854351664767737,4th & Bainbridge,39.94061,-75.14958,13th & Spruce,39.94655,-75.16263,1.2938156004295784,10.74,0.0,0.0,0.0,54,33
14,3021,3104,30,2020,9,5,1,42,2020,9,5,1,55,1,0,1,0,0,1,5,1,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0.10126582278481013,0.12974683544303797,0.024911613773329764,0.4316544978373874,0.007084757006065566,0.04113924050632911,0.0379746835443038,0.0025987472394405444,0.36188642525657444,0.0032274982066272497,18th & JFK,39.9539,-75.16902,34th & Mantua,39.96664,-75.19209,2.423420379174004,7.38,0.0,0.0,0.0,81,64
10,3066,3238,365,2023,6,5,9,39,2023,6,5,9,49,0,0,0,1,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210292e-16,0.14556962025316456,0.14556962025316456,0.015047935056206956,0.45072924651432594,0.008075355559572124,0.10759493670886076,0.08227848101265822,0.006100420954244622,0.42045125132863076,0.0062554507281361695,19th & Lombard,39.94561,-75.17348,Aramingo & Cumberland,39.97674,-75.11995,5.7268195958027315,8.72,0.0,0.0,0.0,78,53
10,3244,3018,30,2021,8,24,21,5,2021,8,24,21,15,0,0,1,0,0,1,1,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16,0.08860759493670886,0.11075949367088607,0.010352493220124796,0.4122688167967862,0.004811916497619102,0.1518987341772152,0.10126582278481013,0.010596330246996707,0.44999276081740713,0.00897629747098617,,,,12th & Filbert,39.95273,-75.15979,,6.71,0.0,0.0,0.0,92,74
